User,Rank,Game,Score
Fuzzel,8,"Hunters: German U-Boats at War, 1939-43",13
Fuzzel,9,Great Western Trail,12
Fuzzel,10,Storm Above the Reich,11
fuzzy_gearloc,1,Ark Nova,20
fuzzy_gearloc,2,Planet Unknown,19
fuzzy_gearloc,3,Lost Ruins of Arnak,18
fuzzy_gearloc,4,Viscounts of the West Kingdom,17
fuzzy_gearloc,5,Clank!: A Deck-Building Adventure,16
fuzzy_gearloc,6,Guild of Merchant Explorers,15
fuzzy_gearloc,7,Everdell,14
fuzzy_gearloc,8,It's a Wonderful World,13
fuzzy_gearloc,9,Heat: Pedal to the Metal,12
fuzzy_gearloc,10,Wingspan,11
fuzzy_gearloc,11,Cascadia,10
fuzzy_gearloc,12,Terraforming Mars: Ares Expedition,9
fuzzy_gearloc,13,Great Western Trail,8
fuzzy_gearloc,14,Terra Mystica,7
fuzzy_gearloc,15,Paleo,6
fuzzy_gearloc,16,Aeon's End,5
fuzzy_gearloc,17,Scythe,4
fuzzy_gearloc,18,Marvel Champions: The Card Game,3
fuzzy_gearloc,19,Bullet♥︎,2
fuzzy_gearloc,20,Cartographers: A Roll Player Tale,1
Gaisprasten69,1,Spirit Island,20
Gaisprasten69,2,Mage Knight Board Game,19
Gaisprasten69,3,Neanderthal,18
Gaisprasten69,4,Frostpunk: The Board Game,17
Gaisprasten69,5,Underwater Cities,16
Gaisprasten69,6,Star Wars: Outer Rim,15
Gaisprasten69,7,Robinson Crusoe: Adventures on the Cursed Island,14
Gaisprasten69,8,Tapestry,13
Gaisprasten69,9,Carnegie,12
Gaisprasten69,10,Hoplomachus: Victorum,11
Gaisprasten69,11,This War of Mine: The Board Game,10
Gaisprasten69,12,Scythe,9
Gaisprasten69,13,Praga Caput Regni,8
Gaisprasten69,14,Nemo's War,7
Gaisprasten69,15,Halls of Hegra,6
Gaisprasten69,16,Cascadia,5
Gaisprasten69,17,Arkham Horror: The Card Game,4
Gaisprasten69,18,Stroganov,3
Gaisprasten69,19,Golem,2
Gaisprasten69,20,Gaia Project,1
GameArk,1,Pax Pamir,20
GameArk,2,Spirit Island,19
GameArk,3,Earth,18
GameArk,4,Oranienburger Kanal,17
GameArk,5,Ark Nova,16
GameArk,6,Obsession,15
GameArk,7,John Company,14
GameArk,8,Pax Porifiana,13
GameArk,9,Flamme Rouge,12
GameArk,10,Viticulture,11
GameArk,11,Guild of Merchant Explorers,10
GameArk,12,Brave Little Belgium,9
GameArk,13,Sprawlopolis,8
GameArk,14,Jump Drive,7
GameArk,15,Raiders of Scythia,6
GameArk,16,Greenland,5
GameArk,17,Bios: Genesis,4
GameArk,18,Tetrarchia,3
GameArk,19,Woodcraft,2
GameArk,20,For Northwood! A Solo Trick-Taking Game,1
GameOSX,1,Distilled,20
GameOSX,2,Dice Throne Adventures,19
GameOSX,3,Baseball Highlights: The Dice Game,18
GameOSX,4,Earth,17
GameOSX,5,Ark Nova,16
GameOSX,6,Deep Space D-6,15
GameOSX,7,Turing Machine,14
GameOSX,8,Tiny Epic Galaxies,13
GameOSX,9,Frostpunk: The Board Game,12
GameOSX,10,Heat: Pedal to the Metal,11
GameOSX,11,Weather Machine,10
GameOSX,12,A Feast for Odin,9
GameOSX,13,Fleet: The Dice Game,8
GameOSX,14,Hero Realms,7
GameOSX,15,Star Realms,6
GameOSX,16,Motor City,5
GameOSX,17,Marvel Champions: The Card Game,4
GameOSX,18,Wingspan,3
GameOSX,19,Lobotomy,2
GameOSX,20,Bloodborne: The Board Game,1
Gamernurse,1,Lord of the Rings: The Card Game,20
Gamernurse,2,Obsession,19
Gamernurse,3,Spirit Island,18
Gamernurse,4,Twilight Struggle,17
Gamernurse,5,Concordia,16
Gamernurse,6,Arkham Horror: The Card Game,15
Gamernurse,7,Stuka Leader,14
Gamernurse,8,Gloomhaven,13
Gamernurse,9,Eldritch Horror,12
Gamernurse,10,Robinson Crusoe: Adventures on the Cursed Island,11
Gamernurse,11,Heat: Pedal to the Metal,10
Gamernurse,12,Wingspan,9
Gamernurse,13,Terraforming Mars,8
Gamernurse,14,Viticulture,7
Gamernurse,15,7th Continent,6
Gamernurse,16,Nusfjord,5
Gamernurse,17,Lost Ruins of Arnak,4
Gamernurse,18,Ark Nova,3
Gamernurse,19,Lord of the Rings: Journeys in Middle Earth,2
Gamernurse,20,Donning the Purple,1
gandelf,1,Lost Ruins of Arnak,20
gandelf,3,Pandemic: The Cure,18
gandelf,5,Hadrian's Wall,16
gandelf,7,Lost Expedition,14
gandelf,9,Mage Knight Board Game,12
gandelf,11,It's a Wonderful World,10
gandelf,13,Friday,8
gandelf,15,Deep Space D-6,6
gandelf,17,Sprawlopolis,4
gandelf,19,Calico,2
gardener1817,1,Ark Nova,20
gardener1817,2,Terraforming Mars,19
gardener1817,3,Mage Knight Board Game,18
gardener1817,4,Too Many Bones,17
gardener1817,5,Earth,16
gardener1817,6,Woodcraft,15
gardener1817,7,Dune: Imperium,14
gardener1817,8,Anachrony,13
gardener1817,9,At the Gates of Loyang,12
gardener1817,10,Viticulture,11
gardener1817,11,Pandemic,10
gardener1817,12,Robinson Crusoe: Adventures on the Cursed Island,9
gardener1817,13,Fields of Arle,8
gardener1817,14,Spirit Island,7
gardener1817,15,Obsession,6
gardener1817,16,Gallerist,5
gardener1817,17,Gloomhaven,4
gardener1817,18,Great Western Trail,3
gardener1817,19,A Feast for Odin,2
gardener1817,20,Coffee Roaster,1
garrylloyd,1,Fast Drive Football,20
garrylloyd,2,Eldritch Horror,19
garrylloyd,3,Fastcard Soccer,18
garrylloyd,4,Whacky Wit,17
garrylloyd,5,Pandemic: The Cure,16
garrylloyd,6,7 Wonders: Duel,15
garrylloyd,7,Flash Point: Fire Rescue,14
garrylloyd,8,Marvel United,13
garrylloyd,9,Star Realms,12
garrylloyd,10,Flamme Rouge,11
garrylloyd,11,Onirim,10
garrylloyd,12,Pandemic,9
garrylloyd,13,Legendary: A Marvel Deck Building Game,8
garrylloyd,14,Azul,7
garrylloyd,15,Horrified,6
garrylloyd,16,Marvel Champions: The Card Game,5
garrylloyd,17,Obsession,4
garrylloyd,18,Ascension: Apprentice Edition,3
garrylloyd,19,Pandemic: Reign of Cthulhu,2
garrylloyd,20,Burgle Bros,1
GaryP,1,Sylvion,20
GaryP,2,Robinson Crusoe: Adventures on the Cursed Island,19
GaryP,3,SpaceShipped,18
GaryP,4,Under Falling Skies,17
GaryP,5,Xia: Legends of a Drift System,16
GaryP,6,Mistfall,15
GaryP,7,Spirit Island,14
GaryP,8,Coffee Roaster,13
GaryP,9,Renegade,12
GaryP,10,Nautilion,11
GaryP,11,Dreamscape,10
GaryP,12,Fields of Arle,9
GaryP,13,Anachrony,8
GaryP,14,ROVE: Results-Oriented Versatile Explorer,7
GaryP,15,Burncycle,6
GaryP,16,Space Infantry,5
GaryP,17,Hidden Intruder,4
GaryP,18,Clinic,3
GaryP,19,Galaxy Defenders,2
GaryP,20,Martians: A Story of Civilization,1
garyrbrooks,1,Mage Knight Board Game,20
garyrbrooks,2,Core Worlds,19
garyrbrooks,3,Viticulture,18
garyrbrooks,4,Terraforming Mars,17
garyrbrooks,5,Dune: Imperium,16
garyrbrooks,6,Lord of the Rings: The Card Game,15
garyrbrooks,7,Race for the Galaxy,14
garyrbrooks,8,Underwater Cities,13
garyrbrooks,9,Wingspan,12
garyrbrooks,10,Shadowrun: Crossfire,11
garyrbrooks,11,Everdell,10
garyrbrooks,12,Gears of War: The Board Game,9
garyrbrooks,13,Ark Nova,8
garyrbrooks,14,Walnut Grove,7
garyrbrooks,15,Merchants & Marauders,6
garyrbrooks,16,Dresden Files Cooperative Card Game,5
garyrbrooks,17,Apex Theropod Deck-Building Game,4
garyrbrooks,18,Sentinels of the Multiverse,3
garyrbrooks,19,Dungeon Alliance,2
garyrbrooks,20,Isle of Cats,1
gasgraham,1,Imperium: Classics,20
gasgraham,2,Lost Ruins of Arnak,19
gasgraham,3,Paladins of the West Kingdom,18
gasgraham,4,Great Western Trail,17
gasgraham,5,Aleph Null,16
gasgraham,6,Agricola,15
gasgraham,7,Lux Aeterna,14
gasgraham,8,Tekhenu: Obelisk of the Sun,13
gasgraham,9,Spirit Island,12
gasgraham,10,Sprawlopolis,11
gasgraham,11,Terraforming Mars: Ares Expedition,10
gasgraham,12,Pandemic Iberia,9
gasgraham,13,On Mars,8
gasgraham,14,Viscounts of the West Kingdom,7
gasgraham,15,Red Cathedral,6
gasgraham,16,Blackout: Hong Kong,5
gasgraham,17,Hallertau,4
gasgraham,18,Trismegistus: The Ultimate Formula,3
gasgraham,19,Imperial Settlers: Empires of the North,2
gasgraham,20,Under Falling Skies,1
gatchaman,1,Marvel Champions: The Card Game,20
gatchaman,2,Star Wars: Imperial Assault,19
gatchaman,3,Mission: Early Christianity from the Crucifixion to the Crusades,18
gatchaman,4,"People Power: Insurgency in the Philippines, 1981-1986",17
gatchaman,5,Star Wars: Outer Rim,16
gatchaman,6,For Northwood! A Solo Trick-Taking Game,15
gatchaman,7,Descent: Journeys in the Dark (Second Edition),14
gatchaman,8,Fast Drive Football,13
gatchaman,9,Destinies,12
gatchaman,10,Detective: A Modern Crime Board Game,11
gatchaman,11,Super-Skill Pinball: 4-Cade,10
gatchaman,12,Race for the Galaxy,9
gatchaman,13,Highlight Maker Hoops,8
gatchaman,14,Flamme Rouge,7
gatchaman,15,Magic: The Gathering,6
gatchaman,16,Dizzle,5
gatchaman,17,Encore!,4
gatchaman,18,History Maker Baseball,3
gatchaman,19,Isle of Cats,2
gatchaman,20,Welcome to,1
GeekTurtle,1,Lord of the Rings: The Card Game,20
GeekTurtle,2,Legendary: A Marvel Deck Building Game,19
GeekTurtle,3,Aeon's End,18
GeekTurtle,4,Legendary Encounters: An Alien Deck Building Game,17
GeekTurtle,5,Arkham Horror: The Card Game,16
GeekTurtle,6,Marvel United,15
GeekTurtle,7,Marvel Champions: The Card Game,14
GeekTurtle,8,Spirit Island,13
GeekTurtle,9,Shadowrun: Crossfire,12
GeekTurtle,10,Ashes Reborn: Rise of the Phoenixborn,11
GeekTurtle,11,Bullet♥︎,10
GeekTurtle,12,Gloomhaven,9
GeekTurtle,13,Massive Darkness,8
GeekTurtle,14,Zombicide: Black Plague,7
GeekTurtle,15,Lost Ruins of Arnak,6
GeekTurtle,16,Puzzle Dungeon,5
GeekTurtle,17,Mage Knight Board Game,4
GeekTurtle,18,Runebound,3
GeekTurtle,19,Ark Nova,2
GeekTurtle,20,Pathfinder Adventure Card Game: Rise of the Runelords,1
Gelo11,1,Mage Knight Board Game,20
Gelo11,2,Terra Mystica,19
Gelo11,3,Viscounts of the West Kingdom,18
Gelo11,4,Tapestry,17
Gelo11,5,Paladins of the West Kingdom,16
Gelo11,6,Great Western Trail,15
Gelo11,7,Circadians: First Light,14
Gelo11,8,Scythe,13
Gelo11,9,Raiders of Scythia,12
Gelo11,10,Dune: Imperium,11
Gelo11,11,Terraforming Mars,10
gentle,1,1862: Railway Mania in the Eastern Counties,20
gentle,2,Ark Nova,19
gentle,3,Santa Maria,18
gentle,4,Barrage,17
gentle,5,Burgle Bros,16
gentle,6,Dadaocheng,15
gentle,7,Jump Drive,14
gentle,8,Carcassonne,13
gentle,9,Oranienburger Kanal,12
gentle,10,Cloudspire,11
gentle,11,Forge War,10
gentle,12,Rome & Roll,9
gentle,13,A Feast for Odin,8
gentle,14,Tawantinsuyu: The Inca Empire,7
gentle,15,Roll Player,6
gentle,16,Mistfall,5
gentle,17,Newton,4
gentle,18,Skymines,3
gentle,19,Trickerion: Legends of Illusion,2
gentle,20,Ebbe & Flut,1
Gerbanator,1,"Mr. President: The American Presidency, 2001-2020",20
Gerbanator,2,Marvel Champions: The Card Game,19
Gerbanator,3,Oathsworn: Into the Deepwood,18
Gerbanator,4,Final Girl,17
Gerbanator,5,Imperium: Classics,16
Gerbanator,6,This War of Mine: The Board Game,15
Gerbanator,7,Spirit Island,14
Gerbanator,8,Race! Formula 90,13
Gerbanator,9,Under Falling Skies,12
Gerbanator,10,Roll Camera!: The Filmmaking Board Game,11
Gerbanator,11,Hegemony: Lead Your Class to Victory,10
Gerbanator,12,Frostpunk: The Board Game,9
Gerbanator,13,Robinson Crusoe: Adventures on the Cursed Island,8
Gerbanator,14,Wingspan,7
gerdherman,1,First Martians: Adventures on the Red Planet,20
gerdherman,2,Eleven: Football Manager Board Game,19
gerdherman,3,Paleo,18
gerdherman,4,This Guilty Land,17
gerdherman,5,Maquis,16
gerdherman,6,Binding of Isaac: Four Souls,15
gerdherman,7,Vienna Connection,14
gerdherman,8,Detective: A Modern Crime Board Game,13
gerdherman,9,Detective: City of Angels,12
gerdherman,10,Imperial Settlers: Roll & Write,11
gerdherman,11,Imperial Settlers: Empires of the North,10
gerdherman,12,Big Book of Madness,9
gerdherman,13,Pandemic,8
Geroid,1,Onirim,20
Geroid,2,Shadowrun: Crossfire,19
Geroid,3,Eleven: Football Manager Board Game,18
Geroid,4,Newton,17
Geroid,5,Gaia Project,16
Geroid,6,At the Gates of Loyang,15
Geroid,7,Dune: Imperium,14
Geroid,8,NEOM,13
Geroid,9,A Feast for Odin,12
Geroid,10,Spirit Island,11
Geroid,11,Stellarion,10
Geroid,12,Lost Expedition,9
Geroid,13,Finished!,8
Geroid,14,Forum Trajanum,7
Geroid,15,Sprawlopolis,6
Geroid,16,Dawn of the Zeds,5
Geroid,17,Aerion,4
Geroid,18,Skoventyr,3
Geroid,19,Carnegie,2
Geroid,20,Bandido,1
Gewalf,1,Imperium: Classics,20
Gewalf,2,Tapestry,19
Gewalf,3,Spirit Island,18
Gewalf,4,Warp’s Edge,17
Gewalf,5,Tainted Grail: The Fall of Avalon,16
Gewalf,6,Final Girl,15
Gewalf,7,Sprawlopolis,14
Gewalf,8,John Company,13
Gewalf,9,Troyes Dice,12
Gewalf,10,Lord of the Rings: The Card Game,11
Gewalf,11,Pax Pamir,10
Gewalf,12,Robinson Crusoe: Adventures on the Cursed Island,9
Gewalf,13,A Feast for Odin,8
Gewalf,14,Obsession,7
Gewalf,15,Ginkgopolis,6
Gewalf,16,It's a Wonderful World,5
Gewalf,17,Blackout: Hong Kong,4
Gewalf,18,Terraforming Mars,3
Gewalf,19,Under Falling Skies,2
Gewalf,20,Ark Nova,1
ghbell,1,Terraforming Mars,20
ghbell,2,Lewis & Clark,19
ghbell,3,Arena: The Contest,18
ghbell,4,Nemesis,17
ghbell,5,Spirit Island,16
ghbell,6,Aeon's End,15
ghbell,7,Dune: Imperium,14
ghbell,8,Mage Knight Board Game,13
ghbell,9,Hour of Need,12
ghbell,10,Gears of War: The Board Game,11
ghbell,11,Great Western Trail,10
ghbell,12,Wild Assent,9
ghbell,13,ISS Vanguard,8
ghbell,14,Gaia Project,7
ghuyuris,1,Spirit Island,20
ghuyuris,2,Arkham Horror: The Card Game,19
ghuyuris,3,Maracaibo,18
ghuyuris,4,Hallertau,17
ghuyuris,5,Final Girl,16
ghuyuris,6,Cascadia,15
ghuyuris,7,Heat: Pedal to the Metal,14
ghuyuris,8,One Deck Dungeon,13
ghuyuris,9,Gloomhaven,12
ghuyuris,10,Cartographers: A Roll Player Tale,11
GingerSmoczek,1,Marvel Champions: The Card Game,20
GingerSmoczek,2,Mage Knight Board Game,19
GingerSmoczek,3,Arkham Horror: The Card Game,18
GingerSmoczek,4,Too Many Bones,17
GingerSmoczek,5,Spirit Island,16
GingerSmoczek,6,Nucleum,15
GingerSmoczek,7,A Feast for Odin,14
GingerSmoczek,8,Dune: Imperium,13
GingerSmoczek,9,La Granja,12
GingerSmoczek,10,Agricola,11
GingerSmoczek,11,Oathsworn: Into the Deepwood,10
GingerSmoczek,12,Scythe,9
GingerSmoczek,13,Lost Ruins of Arnak,8
GingerSmoczek,14,Robinson Crusoe: Adventures on the Cursed Island,7
GingerSmoczek,15,Space Hulk: Death Angel,6
GingerSmoczek,16,Brass: Birmingham,5
GingerSmoczek,17,Raiders of Scythia,4
GingerSmoczek,18,Warp’s Edge,3
GingerSmoczek,19,Imperial Settlers: Empires of the North,2
GingerSmoczek,20,Paladins of the West Kingdom,1
GladiatorGr,1,Race! Formula 90,20
GladiatorGr,2,Marvel Champions: The Card Game,19
GladiatorGr,3,Robinson Crusoe: Adventures on the Cursed Island,18
GladiatorGr,4,Sleeping Gods,17
GladiatorGr,5,Fields of Green,16
GladiatorGr,6,Thunderbolt Apache Leader,15
GladiatorGr,7,Baseball Highlights: 2045,14
GladiatorGr,8,Imperium: Classics,13
GladiatorGr,9,Hostage Negotiator,12
GladiatorGr,10,Friday,11
GladiatorGr,11,Underwater Cities,10
GladiatorGr,12,Phalanxx,9
GladiatorGr,13,Hadrian's Wall,8
GladiatorGr,14,Warp’s Edge,7
GladiatorGr,15,Coffee Roaster,6
GladiatorGr,16,Flash Point: Fire Rescue,5
GladiatorGr,17,Flamme Rouge,4
GladiatorGr,18,This War of Mine: The Board Game,3
GladiatorGr,19,Fallout,2
GladiatorGr,20,Viticulture,1
gmir,1,Nemo's War,20
gmir,2,Mage Knight Board Game,19
gmir,3,Underwater Cities,18
gmir,4,A Feast for Odin,17
gmir,5,Tainted Grail: The Fall of Avalon,16
gmir,6,Spirit Island,15
gmir,7,Dune: Imperium,14
gmir,8,Bloodborne: The Board Game,13
gmir,9,Hallertau,12
gmir,10,Lisboa,11
gmir,11,One Deck Dungeon,10
gmir,12,Imperium: Classics,9
gmir,13,Agricola,8
gmir,14,Hadrian's Wall,7
gmir,15,Gloomhaven,6
gmir,16,Eldritch Horror,5
gmir,17,Maquis,4
gmir,18,7th Continent,3
gmir,19,Lord of the Rings: Journeys in Middle Earth,2
gmir,20,Noctiluca,1
Gnl_Zod,1,Tapestry,20
Gnl_Zod,2,Dune: Imperium,19
Gnl_Zod,3,Underwater Cities,18
Gnl_Zod,4,Revive,17
Gnl_Zod,5,Spirit Island,16
Gnl_Zod,6,Aeon Trespass: Odyssey,15
Gnl_Zod,7,Imperium: Classics,14
Gnl_Zod,8,Mage Knight Board Game,13
Gnl_Zod,9,Viscounts of the West Kingdom,12
Gnl_Zod,10,Trismegistus: The Ultimate Formula,11
Gnl_Zod,11,Terraforming Mars: Ares Expedition,10
Gnl_Zod,12,Dwellings of Eldervale,9
Gnl_Zod,13,Obsession,8
Gnl_Zod,14,Marvel Champions: The Card Game,7
Gnl_Zod,15,Lisboa,6
Gnl_Zod,16,Planet Unknown,5
Gnl_Zod,17,Teotihuacan: City of Gods,4
Gnl_Zod,18,It's a Wonderful World,3
Gnl_Zod,19,Shadowrift,2
Gnl_Zod,20,Praga Caput Regni,1
goldenmustang,1,Robinson Crusoe: Adventures on the Cursed Island,20
goldenmustang,2,Obsession,19
goldenmustang,3,Coffee Roaster,18
goldenmustang,4,Cascadia,17
goldenmustang,5,Fantastic Factories,16
goldenmustang,6,Roll Player,15
goldenmustang,7,Viticulture,14
goldenmustang,8,Rolling Realms,13
goldenmustang,9,Isle of Trains: All Aboard,12
goldenmustang,10,Black Sonata,11
GomJabbar,1,Mage Knight Board Game,20
GomJabbar,2,Lord of the Rings: The Card Game,19
GomJabbar,3,Spirit Island,18
GomJabbar,4,Gloomhaven,17
GomJabbar,5,Robinson Crusoe: Adventures on the Cursed Island,16
GomJabbar,6,Race for the Galaxy,15
GomJabbar,7,Commands & Colors: Ancients,14
GomJabbar,8,Fields of Fire,13
GomJabbar,9,Paths of Glory,12
GomJabbar,10,Terraforming Mars,11
GomJabbar,11,Pandemic: Fall of Rome,10
GomJabbar,12,Pandemic,9
GomJabbar,13,Lord of the Rings: Journeys in Middle Earth,8
GomJabbar,14,Star Wars: Imperial Assault,7
GomJabbar,15,Hoplomachus: Victorum,6
GomJabbar,16,7th Continent,5
GomJabbar,17,Agricola,4
GomJabbar,18,Field Commander: Napoleon,3
GomJabbar,19,Space Empires: 4X,2
GomJabbar,20,Sprawlopolis,1
gooser,1,Arkham Horror,20
gooser,2,Gaia Project,19
gooser,3,Sleeping Gods,18
gooser,4,Dune: Imperium,17
gooser,5,Spirit Island,16
gooser,6,Ark Nova,15
gooser,7,Pax Pamir,14
gooser,8,Mage Knight Board Game,13
gooser,9,Hadrian's Wall,12
gooser,10,Turing Machine,11
gooser,11,It's a Wonderful World,10
gooser,12,Terraforming Mars: Ares Expedition,9
gooser,13,Under Falling Skies,8
gooser,14,Ratcatcher: The Solo Adventure Game,7
Gorath44000,1,Shadowrun: Crossfire,20
Gorath44000,2,Concordia,19
Gorath44000,3,Marvel Champions: The Card Game,18
Gorath44000,4,A Feast for Odin,17
Gorath44000,5,Carnegie,16
Gorath44000,6,Oranienburger Kanal,15
Gorath44000,7,Cooper Island,14
Gorath44000,8,Newton,13
Gorath44000,9,La Granja,12
Gorath44000,10,Mage Knight Board Game,11
Gorath44000,11,Teotihuacan: City of Gods,10
Gorath44000,12,Hadrian's Wall,9
Gorath44000,13,Imperium: Classics,8
Gorath44000,14,Star Trek: Frontiers,7
Gorath44000,15,Paladins of the West Kingdom,6
Gorath44000,16,Great Western Trail,5
Gorath44000,17,Viscounts of the West Kingdom,4
Gorath44000,18,Arkham Horror: The Card Game,3
Gorath44000,19,At the Gates of Loyang,2
Gorath44000,20,Blackout: Hong Kong,1
Gorbash722,1,Marvel Champions: The Card Game,20
Gorbash722,2,Final Girl,19
Gorbash722,3,Legendary: A Marvel Deck Building Game,18
Gorbash722,4,Dice Throne Adventures,17
Gorbash722,5,Keep the Heroes Out!,16
Gorbash722,6,One Deck Dungeon,15
Gorbash722,7,Roll Player,14
Gorbash722,8,Everdell,13
Gorbash722,9,Transformers Deck-Building Game,12
Gorbash722,10,Gloomhaven,11
Gorbash722,11,Skytear Horde,10
Gorbash722,12,Micro Cosmos,9
govmiller,1,Magic Realm,20
govmiller,2,Expeditions,19
govmiller,3,Snowdonia,18
govmiller,4,Elder Sign,17
govmiller,5,Pandemic: Reign of Cthulhu,16
govmiller,6,Nations: The Dice Game,15
govmiller,7,Castles of Burgundy: The Dice Game,14
govmiller,8,Istanbul: The Dice Game,13
govmiller,9,Mr. Cabbagehead's Garden Game,12
govmiller,10,Fleet: The Dice Game,11
govmiller,11,Troyes Dice,10
govmiller,12,Tiny Epic Galaxies,9
govmiller,13,Space Park,8
govmiller,14,Limes,7
govmiller,15,D-Day Dice,6
govmiller,16,Walnut Grove,5
govmiller,17,Pocket Landship,4
govmiller,18,Wipers Salient,3
govmiller,19,Stellarion,2
govmiller,20,"We have a problem, Mr. President",1
Grabba01,1,Imperium: Classics,20
Grabba01,2,Skytear Horde,19
Grabba01,3,Resist!,18
Grabba01,4,Spirit Island,17
Grabba01,5,Hostage Negotiator,16
Grabba01,6,Bloody Inn,15
Grabba01,7,Unbroken,14
Grabba01,8,Coffee Roaster,13
Grabba01,9,Grove: A 9 card solitaire game,12
Grabba01,10,For Northwood! A Solo Trick-Taking Game,11
Grebnol,1,Teotihuacan: City of Gods,20
Grebnol,2,Tekhenu: Obelisk of the Sun,19
Grebnol,3,Barrage,18
Grebnol,4,Kanban EV,17
Grebnol,5,Tiletum,16
Grebnol,6,Carnegie,15
Grebnol,7,Anachrony,14
Grebnol,8,Golem,13
Grebnol,9,Imperium: Classics,12
Grebnol,10,Excavation Earth,11
Grebnol,11,Grand Austria Hotel,10
Grebnol,12,Brass: Birmingham,9
Grebnol,13,Bonfire,8
Grebnol,14,51st State,7
Grebnol,15,Marvel Champions: The Card Game,6
Grebnol,16,Arkham Horror: The Card Game,5
Grebnol,17,Terraforming Mars: Ares Expedition,4
Grebnol,18,Skymines,3
Grebnol,19,Skytear Horde,2
Grebnol,20,Orleans,1
greendayasd,1,Paperback Adventures,20
greendayasd,2,Ark Nova,19
greendayasd,3,Jump Drive,18
greendayasd,4,Hadrian's Wall,17
greendayasd,5,Kingdom Death: Monster,16
greendayasd,6,Terraforming Mars,15
greendayasd,7,Gloom of Kilforth: A Fantasy Quest Game,14
greendayasd,8,Underwater Cities,13
greendayasd,9,Final Girl,12
greendayasd,10,It's a Wonderful World,11
greendayasd,11,Twilight Inscription,10
greendayasd,12,Guild of Merchant Explorers,9
greendayasd,13,Apex Theropod Deck-Building Game,8
greendayasd,14,Rolling Realms,7
Gregbear,1,Legacy of Yu,20
Gregbear,2,Grove: A 9 card solitaire game,19
Gregbear,3,Food Chain Island,18
Gregbear,4,Cartographers: A Roll Player Tale,17
Gregbear,5,Hadrian's Wall,16
Gregbear,6,Terraforming Mars: Ares Expedition,15
Gregbear,7,Wingspan,14
Gregbear,8,Horrified,13
Gregbear,9,Ganz schon clever,12
gregburbidge,1,A Gentle Rain,20
gregburbidge,2,Escape: The Curse of the Temple,19
gregburbidge,3,D-Day Dice,18
gregburbidge,4,Descent: Journeys in the Dark (Second Edition),17
gregburbidge,5,Legends of Andor,16
gregburbidge,6,Hostage Negotiator,15
gregburbidge,7,Turing Machine,14
gregburbidge,8,Marvel United,13
gregburbidge,9,Trek 12,12
gregburbidge,10,Stock Ticker,11
gregburbidge,11,Paperback Adventures,10
gregburbidge,12,G.I. JOE Deck-Building Game,9
gregburbidge,13,7th Continent,8
gregburbidge,14,Agricola,7
gregburbidge,15,Lord of the Rings: The Card Game,6
gregburbidge,16,Endangered,5
gregburbidge,17,Imperial Settlers,4
gregburbidge,18,It's a Wonderful World,3
gregburbidge,19,Wingspan,2
gregburbidge,20,Roll Player,1
gregrice23,1,Marvel Champions: The Card Game,20
gregrice23,2,Heat: Pedal to the Metal,19
gregrice23,3,Search for Planet X,18
